760,Robert Read,40-49,M,12:18.49
1976,Samantha Dolan,40-49,F,12:19.26
1842,Laura Phillips-Mao,40-49,F,12:21.10
1912,Margaux Hansen,18-29,F,12:21.41
439,Stacey DeShazer,30-39,F,12:21.95
477,Sumit Lohia,40-49,M,12:22.10
1072,Jake Gilbert,70-79,M,12:22.32
1357,Tai Yin,40-49,F,12:22.86
1345,Elizabeth Haak,40-49,F,12:23.47
657,Tim Mitchell,60-69,M,12:23.87
1988,Brianna Garvie,40-49,F,12:24.28
1914,Jacqueline Krutsch,18-29,F,12:24.70
837,Marti Burke,70-79,F,12:25.56
601,Shelly Henderson,40-49,F,12:25.64
1038,Danalin Foster,40-49,F,12:25.80
438,Lloyd DeShazer,50-59,M,12:26.01
1544,Mary Johnson,40-49,F,12:26.04
508,Joshua Hagen,30-39,M,12:27.63
1125,Catie Bass,30-39,F,12:28.33
583,Catherine Spurgeon,60-69,F,12:29.12
836,Deborah Lichon,60-69,F,12:29.51
861,Ann Pollack,30-39,F,12:29.57
32,Anonymous Participant,60-69,F,12:29.69
654,Courtney Connolly,30-39,F,12:29.70
949,Kerstin Wick,50-59,F,12:29.72
1307,Adam Loghry,40-49,M,12:31.08
732,Haley Jones,30-39,F,12:31.25
426,Greg McKinney,60-69,M,12:31.46
1052,Sandesh Naik,30-39,M,12:32.02
1669,Leeya Winter,30-39,F,12:32.58
282,Tiffany Wright,40-49,F,12:33.51
1757,Emily Lagunas,30-39,F,12:35.27
1526,Al Parisi,70-79,M,12:35.45
2023,Paul Grotheer,40-49,M,12:37.92
1402,Tiffani Hall,50-59,F,12:38.33
1252,Melissa Bryan,50-59,F,12:39.32
1041,Tanya Dhaliwal,18-29,F,12:40.20
1706,Kourtney Pfeifer,30-39,F,12:40.24
1690,BreAnne Neuman,40-49,F,12:40.96
1694,Rhonda Estigoy,50-59,F,12:42.13
1534,Kristin Johnson,40-49,F,12:42.65
1782,Michelle Elmquist,40-49,F,12:43.45
1350,Sonja Cassel,18-29,F,12:43.68
847,Rachel Gowin,40-49,F,12:44.02
244,Maria Scheleen,40-49,F,12:44.42
641,Brayden Price,18-29,F,12:46.47
646,Adrienne Tran,18-29,F,12:46.59
1560,Greer Grenley,30-39,F,12:47.80
1700,Chris Longhurst,40-49,M,12:49.19
1663,Peggy Hitchcock,70-79,F,12:50.05
1410,Nathan Maniez,18-29,M,12:50.52
1209,Stephen Fogdall,50-59,M,12:50.58
1716,Robert Mueller,60-69,M,12:50.73
730,Mark Cloud,50-59,M,12:51.41
751,Courtney Mitchell,30-39,F,12:51.89
1940,Jacqueline Vera,30-39,F,12:52.50
1248,Leslie Holgate,40-49,F,12:52.78
275,Quitrina Moede,40-49,F,12:52.80
952,Eileen Mitchell,60-69,F,12:53.10
674,Todd Haight,50-59,M,12:53.75
281,Kelly OBrien,50-59,F,12:53.79
1507,Neal Zeavy,40-49,M,12:53.94
958,Imelda Reimer Guardiola,18-29,F,12:54.30
679,John Emory,50-59,M,12:54.86
1978,Macy Willis,18-29,F,12:55.22
602,Beth Lapsansky,40-49,F,12:55.79
1460,Stacy Nelson,40-49,F,12:57.76
1523,Anonymous Participant,40-49,M,12:58.62
75,Frances Meehan,60-69,F,12:58.70
1236,Ashton Fuller,18-29,M,13:00.38
964,Li Yen Ng,30-39,F,13:00.86
214,Jerry Effenberger,80-89,M,13:00.97
1464,Debbie Geiger,50-59,F,13:02.26
312,Patrick Ryan,60-69,M,13:02.50
1578,Deborah Rome,60-69,F,13:03.80
716,Danielle Haight,50-59,F,13:04.09
213,Susan Schulmeyer,60-69,F,13:04.12
558,Richard Russo,40-49,M,13:06.46
697,Margaret Chapman,40-49,F,13:06.79
1904,Carol Silva,60-69,F,13:07.51
1172,Sweta Ghose,18-29,F,13:09.33
332,Margaret Chapman,40-49,F,13:14.71
314,Katy Daly,30-39,F,13:14.72
1254,Christine Pahel,18-29,F,13:14.87
1956,Izabela Potapenko,30-39,F,13:15.12
962,Carolyn Copstead,30-39,F,13:15.19
1284,Nicole Bernard,40-49,F,13:15.67
1407,Charlotte Starck-Hines,60-69,F,13:15.90
507,Sydnee Pendergrass,30-39,F,13:16.47
2065,Mario Gomez,30-39,M,13:17.41
683,Harish Thiagaraj,40-49,M,13:17.62
1477,Steven Hull,40-49,M,13:18.61
1576,Halle Mulick,18-29,F,13:19.38
1249,Thomas Stokes,70-79,M,13:19.53
1567,Prasanna Pilla,40-49,F,13:20.27
1550,Jacques Imperial,30-39,F,13:20.96
1218,Larissa Stangeland,18-29,F,13:21.75
143,Courtney Makinson,30-39,F,13:21.95
907,Chris Newell,50-59,M,13:22.29
1828,Uriel Peizer,18-29,M,13:22.55
1635,Debra McGarvey,50-59,F,13:22.94
1665,Melissa,50-59,F,13:24.22
1876,Steve Bebich,50-59,M,13:24.31
2007,Danie Meuret,30-39,M,13:25.68
768,David Anderson,60-69,M,13:27.27
723,Indrani Bhattacharjee,50-59,F,13:27.54
579,Violet Davis,18-29,F,13:27.82
1883,Paul Aronson,70-79,M,13:33.22
2010,Gianna Merlino,30-39,F,13:33.80
563,Joel Lamb,40-49,M,13:37.29
2011,Steven Gilbert,30-39,M,13:37.99
336,Kristen Richter,18-29,F,13:38.44
1845,Bryn Nguyen,40-49,F,13:38.64
1712,Leslie Holgate,40-49,F,13:38.88
562,Wen-hsin Hsu,40-49,F,13:39.13
2012,Cassi Sather,40-49,F,13:40.75
565,Peter Pasterczyk,50-59,M,13:41.82
1365,Sharon Beattie,60-69,F,13:44.06
1376,Dana Shumaker,70-79,F,13:44.64
1856,Kelly Zuger,50-59,F,13:45.80
1222,Monika Cox,40-49,F,13:46.01
513,Mary Mentele,70-79,F,13:46.15
1974,Hector Bruguera,40-49,M,13:46.30
322,John Emory,50-59,M,13:46.34
1539,Anonymous Participant,60-69,F,13:46.62
1936,Lola Fontana,60-69,F,13:46.95
1026,Jeannie Flammang,50-59,F,13:47.77
392,Bill Mundy,80-89,M,13:48.61
1231,Tanner Rookard,18-29,M,13:48.80
1500,Laurie Berge,70-79,F,13:54.34
1986,Margo A Christophilis,60-69,F,13:55.79
1675,Suriya Gunasekar,30-39,F,13:55.86
1476,Raichael Nelson,40-49,F,13:57.06
2053,Jannick Abullarade,18-29,F,13:58.62
1166,Tia Picini,40-49,F,13:58.86
1530,Kate McCoshen,30-39,X,13:59.09
1968,Kimberley Keller,30-39,F,14:00.02
295,Ryly Roberts,30-39,M,14:00.28
1664,Angel Tullar,40-49,F,14:00.60
1682,Ann Grimm,60-69,F,14:00.95
807,Russell Metz,70-79,M,14:01.77
1648,Stacey Stauber,30-39,F,14:02.09
267,Harvey Bryan Hecht,60-69,M,14:02.18
593,Cindy Cheung,50-59,F,14:02.43
435,Jean Levesque,60-69,F,14:02.58
1232,Rebecca Fox,30-39,F,14:02.58
1136,Michael Lappano,50-59,M,14:02.73
153,Kayleigh Bartlett,18-29,F,14:03.43
1864,Courtney Kuzenski,40-49,F,14:04.12
1318,Michelle Nguyen,30-39,F,14:04.34
1644,Tonia Olson,50-59,F,14:04.65
1649,Rachel Stauber,30-39,F,14:05.52
1693,Latisha Thompson,30-39,F,14:06.24
2014,Maxwell Judd,40-49,M,14:07.94
585,Bosco Lau,50-59,M,14:08.65
140,Laura Anderson,40-49,F,14:08.87
436,Keith Levesque,30-39,M,14:09.11
1375,Richard Sandhop,60-69,M,14:09.37
973,Brenna Firek,30-39,F,14:10.93
519,Lilly Furth,18-29,F,14:11.50
1452,Lynn Tissell,60-69,F,14:14.28
1428,Elizabeth Rizzo,60-69,F,14:14.68
1,Allison Garcia,40-49,F,14:16.68
929,Duane Pegg,70-79,M,14:18.26
1986,Cindy Stapleton,30-39,F,14:18.72
1237,Mary Klune,50-59,F,14:18.96
742,Aiden Wilkson,18-29,M,14:19.88
496,Jennifer Garrels,40-49,F,14:20.05
227,Daniel Harmann,40-49,M,14:20.19
1435,Kirsten Atik,50-59,F,14:20.56
1642,Denisse Guadarrama,40-49,F,14:22.05
1709,David Thompson,50-59,M,14:23.37
1638,Kathy Parenteau,50-59,F,14:23.45
1113,Glenn Tibbetts,50-59,M,14:23.87
592,Gaylin Laughlin,60-69,F,14:24.91
1431,Max Kriesberg,18-29,M,14:26.08
1541,Evan McConnaughey,40-49,M,14:26.62
986,Brenda Smith,40-49,F,14:27.06
1878,Ruth Marinkovich,50-59,F,14:27.16
442,Natalie Reeder,18-29,F,14:28.46
1448,Christopher Fitzhugh,40-49,M,14:28.85
2000,Daniel Cusick,60-69,M,14:31.18
1430,Mia Kinerk,18-29,F,14:31.40
1540,Brooke McConnaughey,30-39,F,14:31.63
1938,Jacquie Bresadola,60-69,F,14:32.23
647,Cherie Camp,60-69,F,14:32.68
1293,Stacey Hoogerhyde,30-39,F,14:33.88
1251,Caleb Cissna,18-29,M,14:33.89
827,Siavash Pasalar,50-59,M,14:34.27
1967,Kristine McMahon,30-39,F,14:34.81
1070,Caitlin Freeman,40-49,F,14:35.27
1250,Ember Fry,50-59,F,14:35.48
1447,Heather Ooms,40-49,F,14:36.03
642,Kendra Hixenbaugh,30-39,F,14:39.34
818,Susan Rosenthal,70-79,F,14:39.90
301,Chad Lenchuk,50-59,M,14:40.02
1331,Kristilyn Reese,40-49,F,14:40.28
637,Catherine Chu,50-59,F,14:40.65
1909,Jamie Shaffer,40-49,F,14:42.28
1314,Cisco Rodrigo III,30-39,M,14:42.32
40,Hemalatha Nitin,40-49,F,14:42.91
500,Vicki Higa,60-69,F,14:43.27
1423,Liz Murray,50-59,F,14:43.76
1519,Camie Greene,40-49,F,14:44.97
826,Setareh Mardan,40-49,F,14:45.80
399,Nancy Mettler,70-79,F,14:45.88
321,Berit Ollestad,50-59,F,14:45.99
576,Vince Armfield,60-69,M,14:46.81
499,Steven Hull,40-49,M,14:47.11
1230,Amanda Ainslie,40-49,F,14:48.35
517,Robert Huntsinger,60-69,M,14:50.24
516,Sarah Ogden,18-29,F,14:51.85
476,Joanna Realubit,30-39,F,14:52.20
581,Tom Melancon,60-69,M,14:55.43
661,Kimmy Tomlinson,40-49,F,14:55.68
1027,Matthew McElfresh,40-49,M,14:56.25
1361,Khushal Kumthekar,40-49,M,14:56.84
1896,George Gregory,60-69,M,14:56.97
1875,Joshua Flor,50-59,M,14:58.54
1490,Amy Cunningham,50-59,F,14:59.05
1786,Brenda Fahey,40-49,F,14:59.09
1058,Melissa Brown,30-39,F,14:59.17
1325,Kaitlin Hamilton,40-49,F,15:01.14
139,Zach Tang-Bodiford,40-49,M,15:01.29
266,Sofia Sadegi-Kharazi,30-39,F,15:02.99
1589,Tara Marden,40-49,F,15:03.26
1043,Diana Cho,40-49,F,15:05.00
127,Whitney Wynn,30-39,F,15:07.84
2039,Glenn O Jones,30-39,M,15:08.47
1482,Brian Pepin,50-59,M,15:08.94
1906,Sharman Ghio,50-59,F,15:10.65
1908,Rebecca McDuffy,50-59,F,15:13.11
1579,Paul Keown,70-79,M,15:13.26
1479,Si Pasalar,50-59,M,15:14.83
471,Anonymous Participant,40-49,F,15:15.42
1316,Candice Moriarity,50-59,F,15:18.99
1879,Heather Creigh,18-29,F,15:19.31
1335,Reina Gutierrez,60-69,F,15:19.91
884,Katherine Casseday,60-69,F,15:19.95
1634,Lori Anderson,60-69,F,15:20.08
1899,Willie Ndungu,50-59,M,15:21.68
2025,Melissa Rettig,40-49,F,15:22.51
1517,Neil Bogue,70-79,M,15:22.90
1354,Sophie Clarke,30-39,F,15:22.93
767,Marissa Anderson,30-39,F,15:23.14
1481,Marcus Cullen,50-59,M,15:23.17
1405,James Dobrick,70-79,M,15:24.64
35,Xavier Dominicci,50-59,M,15:27.45
2013,Lisa Connolly,50-59,F,15:28.32
1033,Courtney Habakangas,30-39,F,15:31.73
1126,Theresa Hayner,40-49,F,15:31.97
302,Kenneth Colling,80-89,M,15:33.19
1303,Martha Traas,60-69,F,15:33.44
1139,Sebastien Perier,40-49,M,15:33.85
1483,Deb Irby,50-59,F,15:34.58
1488,Julie Holland,70-79,F,15:34.62
130,Chloe Medina,18-29,F,15:36.29
1674,Dhruma Parikh,40-49,F,15:37.81
1355,Alexis Simon,18-29,F,15:38.36
1501,Jake Lustig,30-39,M,15:39.46
1933,Nancy Dragun,50-59,F,15:40.03
1847,Roger Escobar,70-79,M,15:41.51
1846,Joleen Escobar,60-69,F,15:42.14
1034,Sarah Zuziak,30-39,F,15:42.42
1705,Ankur Sinha,40-49,M,15:42.83
1822,Larry Minar,70-79,M,15:43.82
334,Kellye Conner,40-49,F,15:48.18
1955,Richard Lancaster,70-79,M,15:50.03
743,Vicki Hadley,60-69,F,15:50.07
1285,Cathy Hinton,60-69,F,15:50.63
794,Eunice Wong,50-59,F,15:50.76
1304,Chad Williams,70-79,M,15:51.45
694,Virup Gubba,30-39,M,15:52.45
1970,Jose Alvarez,50-59,M,15:52.64
650,Vicki Hadley,60-69,F,15:54.37
404,C Drew Thornton,40-49,M,15:56.85
1359,Sue Schroeder,60-69,F,15:58.44
740,Jeff Wilkson,40-49,M,15:58.64
1941,Rhonda Magdaleno-Henderson,50-59,F,15:59.04
1238,JoAnn Stein,30-39,F,16:01.61
695,Silviana Ciurea Ilcus,30-39,F,16:02.17
1719,Erin Kielczewski,40-49,F,16:03.45
1333,Maisha Barnett,50-59,F,16:03.74
37,Boyuan Ma,18-29,F,16:04.15
474,Paige Crown,30-39,F,16:04.54
34,Thuy Nguyen,30-39,F,16:06.19
1704,Larry Walker,70-79,M,16:07.87
1445,Betsy Williamson,60-69,F,16:08.14
1283,Kate Quinn,40-49,F,16:09.08
405,Anonymous Participant,40-49,F,16:09.73
41,Leslie Blustein,18-29,F,16:10.26
33,Dongxu Wang,30-39,M,16:10.75
1672,Julia Shryne,30-39,F,16:11.06
632,Robyn Harding,18-29,F,16:11.76
529,Lisa Abernathy,50-59,F,16:13.50
1143,Jenna Sims,30-39,F,16:13.89
1408,Jennifer Merrifield,40-49,F,16:14.25
1653,Cassie Lesh,30-39,F,16:16.39
251,Janna Curtis,60-69,F,16:17.21
1641,Joe Mustard,30-39,M,16:17.30
1942,Joyce Kinnersley,70-79,F,16:18.37
557,Jason Skinner,50-59,M,16:19.72
590,Steve Luper,50-59,M,16:23.65
1681,Arthur Yaremchuk,70-79,M,16:25.99
1224,Danielle Sadis,40-49,F,16:28.24
874,Breton Aulick,40-49,F,16:28.48
1342,Jason Martin,50-59,M,16:28.59
1815,Athima Chansanchai,50-59,F,16:29.67
591,Brenda Luper,60-69,F,16:30.25
1805,Kevin Fritz,30-39,M,16:31.19
1489,AnnBritt Mathis,70-79,F,16:32.85
1135,Stephanie Lappano,50-59,F,16:33.58
2009,Joni Aries,50-59,F,16:34.25
325,Annelise DiGiacomo,50-59,F,16:36.24
1792,Vicki Hadley,60-69,F,16:38.17
1364,Jaycee Chinn,70-79,F,16:38.62
326,Gail Folkins,60-69,F,16:41.73
455,Eric Watson,40-49,M,16:42.02
